START_DATE,END_DATE,CATEGORY,START,STOP,MILES,PURPOSE
7/26/2016,7/26/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
7/27/2016,7/27/2016,Business,Cary,Morrisville,2.8,
7/27/2016,7/27/2016,Business,Morrisville,Raleigh,14.7,
7/27/2016,7/27/2016,Business,Raleigh,Morrisville,14.6,
7/28/2016,7/28/2016,Business,Morrisville,Cary,2.3,
7/29/2016,7/29/2016,Business,Whitebridge,Westpark Place,2.2,
7/29/2016,7/29/2016,Business,Westpark Place,Whitebridge,2.2,Meal/Entertain
7/30/2016,7/30/2016,Business,Cary,Durham,14,
7/30/2016,7/30/2016,Business,Durham,Cary,13.3,
7/31/2016,7/31/2016,Business,Westpark Place,Whitebridge,1.8,
8/1/2016,8/1/2016,Business,Whitebridge,Arlington Park at Amberly,6.2,
8/1/2016,8/1/2016,Business,Arlington Park at Amberly,Lexington Park at Amberly,1.3,
8/1/2016,8/1/2016,Business,Lexington Park at Amberly,Westpark Place,1.9,
8/1/2016,8/1/2016,Business,Cary,Apex,6.9,
8/1/2016,8/1/2016,Business,Apex,Cary,4.6,
8/1/2016,8/1/2016,Business,Whitebridge,Edgehill Farms,2.8,
8/1/2016,8/1/2016,Business,Cary,Morrisville,9.1,
8/1/2016,8/1/2016,Business,Morrisville,Cary,8.1,
8/2/2016,8/2/2016,Business,Cary,Morrisville,8.4,Meeting
8/2/2016,8/2/2016,Business,Arlington,Washington,4.9,
8/2/2016,8/2/2016,Business,Kalorama Triangle,K Street,1,
8/2/2016,8/2/2016,Business,K Street,Kalorama Triangle,1,
8/3/2016,8/3/2016,Business,West End,Northwest Rectangle,2,
8/3/2016,8/3/2016,Business,K Street,Kalorama Triangle,1.1,
8/3/2016,8/3/2016,Business,Kalorama Triangle,Downtown,1.5,
8/5/2016,8/5/2016,Business,Connecticut Avenue,Kalorama Triangle,1.3,
8/5/2016,8/5/2016,Business,Kalorama Triangle,Columbia Heights,1.8,
8/5/2016,8/5/2016,Business,Columbia Heights,Kalorama Triangle,1.5,
8/6/2016,8/6/2016,Business,Washington,Arlington,6.6,
8/6/2016,8/6/2016,Business,Morrisville,Cary,8,
8/7/2016,8/7/2016,Business,Whitebridge,Edgehill Farms,2.7,
8/7/2016,8/7/2016,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
8/7/2016,8/7/2016,Business,Cary,Morrisville,2.5,
8/7/2016,8/7/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
8/8/2016,8/8/2016,Business,Whitebridge,Farmington Woods,5.2,
8/8/2016,8/8/2016,Business,Farmington Woods,Edgehill Farms,4,
8/8/2016,8/8/2016,Business,Edgehill Farms,Whitebridge,2.7,Customer Visit
8/8/2016,8/8/2016,Business,Cary,Morrisville,4.8,
8/8/2016,8/8/2016,Business,Morrisville,Cary,3.2,Customer Visit
8/9/2016,8/9/2016,Business,Whitebridge,Waverly Place,6.9,
8/9/2016,8/9/2016,Business,Cary,Raleigh,14.9,
8/9/2016,8/9/2016,Business,Raleigh,Cary,17.4,
8/10/2016,8/10/2016,Business,Cary,Durham,12.9,
8/10/2016,8/10/2016,Business,Durham,Apex,15.3,
8/10/2016,8/10/2016,Business,Apex,Apex,1,
8/10/2016,8/10/2016,Business,Apex,Cary,6,
8/11/2016,8/11/2016,Business,Whitebridge,Heritage Pines,2.2,
8/11/2016,8/11/2016,Business,Heritage Pines,Edgehill Farms,4.4,
8/11/2016,8/11/2016,Business,Edgehill Farms,Whitebridge,2.8,
8/11/2016,8/11/2016,Business,Cary,Wake Forest,31.7,
8/11/2016,8/11/2016,Business,Wake Forest,Cary,31.9,
8/12/2016,8/12/2016,Business,Whitebridge,Westpark Place,1.9,
8/12/2016,8/12/2016,Business,Westpark Place,Whitebridge,1.8,
8/13/2016,8/13/2016,Business,Cary,Morrisville,8.4,Meeting
8/15/2016,8/15/2016,Business,R?walpindi,Unknown Location,15.6,
8/15/2016,8/15/2016,Business,Unknown Location,Unknown Location,14.1,
8/15/2016,8/15/2016,Business,Unknown Location,Unknown Location,15.7,
8/15/2016,8/15/2016,Business,Unknown Location,Unknown Location,25.9,Temporary Site
8/16/2016,8/16/2016,Business,Unknown Location,Unknown Location,7.9,
8/16/2016,8/16/2016,Business,Unknown Location,Unknown Location,2.7,
8/16/2016,8/16/2016,Business,Unknown Location,Unknown Location,5.5,
8/16/2016,8/16/2016,Business,Unknown Location,Islamabad,5.7,
8/16/2016,8/16/2016,Business,Islamabad,Islamabad,1.2,
8/16/2016,8/16/2016,Business,Islamabad,Unknown Location,5.7,Temporary Site
8/16/2016,8/16/2016,Business,Unknown Location,Unknown Location,16.2,
8/17/2016,8/17/2016,Business,Unknown Location,Unknown Location,2.6,
8/17/2016,8/17/2016,Business,Unknown Location,Unknown Location,12.1,
8/17/2016,8/17/2016,Business,Unknown Location,R?walpindi,1.4,
8/17/2016,8/17/2016,Business,R?walpindi,Islamabad,6.4,
8/17/2016,8/17/2016,Business,Islamabad,Unknown Location,7.3,
8/17/2016,8/17/2016,Business,Unknown Location,Unknown Location,5.3,
8/17/2016,8/17/2016,Business,Unknown Location,Unknown Location,5.5,
8/17/2016,8/17/2016,Business,Unknown Location,Unknown Location,7.7,Temporary Site
8/18/2016,8/18/2016,Business,Unknown Location,Unknown Location,7.6,Temporary Site
8/19/2016,8/19/2016,Business,Unknown Location,Noorpur Shahan,7.6,
8/19/2016,8/19/2016,Business,Noorpur Shahan,Islamabad,3.3,
8/19/2016,8/19/2016,Business,Islamabad,R?walpindi,6.5,
8/19/2016,8/19/2016,Business,R?walpindi,Unknown Location,2,
8/19/2016,8/19/2016,Business,Unknown Location,Islamabad,5.7,
8/19/2016,8/19/2016,Business,Islamabad,Islamabad,3.2,
8/19/2016,8/19/2016,Business,Islamabad,Unknown Location,12.5,
8/21/2016,8/21/2016,Business,Unknown Location,Unknown Location,7.6,Airport/Travel
8/21/2016,8/21/2016,Business,Unknown Location,Unknown Location,7.7,
8/21/2016,8/21/2016,Business,Unknown Location,Islamabad,12.2,
8/21/2016,8/21/2016,Business,Islamabad,Islamabad,1.4,
8/21/2016,8/21/2016,Business,Islamabad,Unknown Location,20.2,
8/22/2016,8/22/2016,Business,Unknown Location,Islamabad,9.8,
8/22/2016,8/22/2016,Business,Islamabad,Unknown Location,6.3,
8/22/2016,8/22/2016,Business,Unknown Location,Islamabad,4.9,
8/22/2016,8/22/2016,Business,Islamabad,Islamabad,1.5,
8/22/2016,8/22/2016,Business,Islamabad,Unknown Location,10.9,
8/22/2016,8/22/2016,Business,Unknown Location,Unknown Location,19,
8/22/2016,8/22/2016,Business,Unknown Location,Unknown Location,19,
8/22/2016,8/22/2016,Business,Unknown Location,R?walpindi,7.9,
8/22/2016,8/22/2016,Business,R?walpindi,R?walpindi,4.1,
8/22/2016,8/22/2016,Business,R?walpindi,Unknown Location,18.7,
8/23/2016,8/23/2016,Business,Unknown Location,Noorpur Shahan,8.7,
8/23/2016,8/23/2016,Business,Noorpur Shahan,Unknown Location,7.5,
8/23/2016,8/23/2016,Business,Unknown Location,Noorpur Shahan,7.7,
8/23/2016,8/23/2016,Business,Noorpur Shahan,Islamabad,4.4,
8/23/2016,8/23/2016,Business,Islamabad,Unknown Location,5,
8/23/2016,8/23/2016,Business,Unknown Location,Unknown Location,1.9,
8/23/2016,8/23/2016,Business,Unknown Location,Unknown Location,7.9,
8/23/2016,8/23/2016,Business,Unknown Location,Unknown Location,17.7,
8/24/2016,8/24/2016,Business,Unknown Location,Unknown Location,25.2,
8/24/2016,8/24/2016,Business,Unknown Location,Unknown Location,96.2,
8/25/2016,8/25/2016,Business,Unknown Location,Unknown Location,35,
8/25/2016,8/25/2016,Business,Unknown Location,Unknown Location,5.5,
8/25/2016,8/25/2016,Business,Unknown Location,Unknown Location,50.4,
8/25/2016,8/25/2016,Business,Unknown Location,Lahore,9.2,
8/25/2016,8/25/2016,Business,Lahore,Unknown Location,7.3,
8/26/2016,8/26/2016,Business,Unknown Location,Unknown Location,5,
8/26/2016,8/26/2016,Business,Unknown Location,Unknown Location,3.8,
8/26/2016,8/26/2016,Business,Unknown Location,Lahore,3.9,
8/26/2016,8/26/2016,Business,Lahore,Lahore,7.4,
8/26/2016,8/26/2016,Business,Lahore,Lahore,1.5,
8/26/2016,8/26/2016,Business,Lahore,Unknown Location,7.9,
8/26/2016,8/26/2016,Business,Unknown Location,Lahore,2.9,
8/26/2016,8/26/2016,Business,Lahore,Lahore,3.4,
8/26/2016,8/26/2016,Business,Lahore,Lahore,3.8,
8/26/2016,8/26/2016,Business,Lahore,Unknown Location,5.9,
8/27/2016,8/27/2016,Business,Unknown Location,Lahore,9.6,
8/27/2016,8/27/2016,Business,Lahore,Lahore,7,
8/27/2016,8/27/2016,Business,Lahore,Lahore,0.9,
8/27/2016,8/27/2016,Business,Lahore,Unknown Location,86.6,
8/27/2016,8/27/2016,Business,Unknown Location,Unknown Location,156.9,
8/28/2016,8/28/2016,Business,Unknown Location,Noorpur Shahan,10.1,
8/28/2016,8/28/2016,Business,Noorpur Shahan,Islamabad,6.2,
8/28/2016,8/28/2016,Business,Islamabad,Islamabad,5.3,
8/28/2016,8/28/2016,Business,Islamabad,Unknown Location,12.1,
8/29/2016,8/29/2016,Business,Unknown Location,Islamabad,10.8,
8/29/2016,8/29/2016,Business,Islamabad,Islamabad,4.3,
8/29/2016,8/29/2016,Business,Islamabad,Islamabad,2.5,
8/29/2016,8/29/2016,Business,Islamabad,Unknown Location,5.7,Temporary Site
8/29/2016,8/29/2016,Business,Unknown Location,Islamabad,2.8,
8/29/2016,8/29/2016,Business,Islamabad,Unknown Location,4,
8/29/2016,8/29/2016,Business,Unknown Location,Islamabad,5.5,
8/29/2016,8/29/2016,Business,Islamabad,Islamabad,2.6,
8/30/2016,8/30/2016,Business,Unknown Location,Unknown Location,2.1,
8/30/2016,8/30/2016,Business,Unknown Location,Islamabad,8.8,
8/30/2016,8/30/2016,Business,Islamabad,Islamabad,4.4,
8/30/2016,8/30/2016,Business,Islamabad,Unknown Location,5.3,
8/30/2016,8/30/2016,Business,Unknown Location,Unknown Location,13,
9/1/2016,9/1/2016,Business,Unknown Location,Islamabad,13,
9/1/2016,9/1/2016,Business,Islamabad,Unknown Location,10.6,
9/1/2016,9/1/2016,Business,Unknown Location,Unknown Location,2.2,
9/2/2016,9/2/2016,Business,Unknown Location,Islamabad,9.2,
9/2/2016,9/2/2016,Business,Unknown Location,Unknown Location,12.9,
9/5/2016,9/5/2016,Business,Unknown Location,R?walpindi,17.2,
9/6/2016,9/6/2016,Business,Unknown Location,Unknown Location,69.1,
9/10/2016,9/10/2016,Business,Unknown Location,Unknown Location,2.8,
9/11/2016,9/11/2016,Business,Unknown Location,Unknown Location,8.6,
9/11/2016,9/11/2016,Business,Unknown Location,Unknown Location,9.8,
9/12/2016,9/12/2016,Business,Unknown Location,Unknown Location,3.6,
9/12/2016,9/12/2016,Business,Unknown Location,Unknown Location,1.7,
9/12/2016,9/12/2016,Business,Unknown Location,Unknown Location,11.5,
9/13/2016,9/13/2016,Business,Unknown Location,Unknown Location,0.7,
9/14/2016,9/14/2016,Business,Unknown Location,Unknown Location,0.7,
9/15/2016,9/15/2016,Business,Unknown Location,Unknown Location,0.9,
9/16/2016,9/16/2016,Business,Unknown Location,Unknown Location,1.6,
9/18/2016,9/18/2016,Business,Unknown Location,Unknown Location,9.4,
9/19/2016,9/19/2016,Business,R?walpindi,Unknown Location,18.2,
9/19/2016,9/19/2016,Business,Unknown Location,Islamabad,10.5,
9/19/2016,9/19/2016,Business,Islamabad,Unknown Location,5.7,
9/19/2016,9/19/2016,Business,Unknown Location,Unknown Location,18,
9/19/2016,9/19/2016,Business,Unknown Location,Islamabad,18.3,
9/20/2016,9/20/2016,Business,Islamabad,Unknown Location,16.5,
9/20/2016,9/20/2016,Business,Unknown Location,R?walpindi,9.6,
9/23/2016,9/23/2016,Business,Karachi,Karachi,2.9,
9/24/2016,9/24/2016,Business,Karachi,Unknown Location,8.2,
9/24/2016,9/24/2016,Business,Unknown Location,Unknown Location,2.4,
9/27/2016,9/27/2016,Business,Unknown Location,Unknown Location,5.8,
9/27/2016,9/27/2016,Business,Lahore,Lahore,9.8,
9/27/2016,9/27/2016,Business,Lahore,Unknown Location,7.3,
9/27/2016,9/28/2016,Business,Unknown Location,Unknown Location,195.6,
9/28/2016,9/28/2016,Business,Islamabad,Unknown Location,20.5,
9/29/2016,9/29/2016,Business,Unknown Location,Islamabad,12.6,
9/30/2016,9/30/2016,Business,Islamabad,Islamabad,37.7,
9/30/2016,9/30/2016,Business,Islamabad,Unknown Location,16.7,
10/3/2016,10/3/2016,Business,Unknown Location,Islamabad,10.5,
10/3/2016,10/3/2016,Business,Islamabad,Islamabad,2.8,
10/3/2016,10/3/2016,Business,Islamabad,Islamabad,1.6,
10/3/2016,10/3/2016,Business,Islamabad,Unknown Location,12.7,
10/4/2016,10/4/2016,Business,Unknown Location,Unknown Location,28.6,
10/4/2016,10/4/2016,Business,Unknown Location,Unknown Location,15.1,
10/6/2016,10/6/2016,Business,Unknown Location,R?walpindi,17.9,
10/6/2016,10/6/2016,Business,R?walpindi,Unknown Location,112.6,
10/6/2016,10/6/2016,Business,Unknown Location,Unknown Location,18.4,
10/6/2016,10/6/2016,Business,Unknown Location,Unknown Location,13.8,
10/7/2016,10/7/2016,Business,Unknown Location,Lahore,33.2,
10/7/2016,10/7/2016,Business,Lahore,Lahore,2.6,
10/7/2016,10/7/2016,Business,Lahore,Unknown Location,5.8,
10/7/2016,10/7/2016,Business,Unknown Location,Lahore,8.3,
10/7/2016,10/7/2016,Business,Lahore,Lahore,2.4,
10/7/2016,10/7/2016,Business,Lahore,Lahore,3.1,
10/7/2016,10/7/2016,Business,Lahore,Lahore,6.1,
10/8/2016,10/8/2016,Business,Karachi,Karachi,3.6,
10/8/2016,10/8/2016,Business,Karachi,Unknown Location,8,
10/9/2016,10/9/2016,Business,Unknown Location,Unknown Location,7.7,Temporary Site
10/10/2016,10/10/2016,Business,Islamabad,Islamabad,1.7,
10/10/2016,10/10/2016,Business,Islamabad,Unknown Location,9.5,
10/11/2016,10/11/2016,Business,Unknown Location,R?walpindi,17.1,Meeting
10/12/2016,10/12/2016,Business,R?walpindi,Unknown Location,18.4,
10/13/2016,10/13/2016,Business,Unknown Location,Islamabad,9.8,
10/13/2016,10/13/2016,Business,Islamabad,Islamabad,1,
10/13/2016,10/13/2016,Business,Islamabad,Islamabad,0.7,
10/13/2016,10/13/2016,Business,Islamabad,Islamabad,2.3,
10/13/2016,10/13/2016,Business,Islamabad,Unknown Location,10.9,
10/14/2016,10/14/2016,Business,Unknown Location,R?walpindi,12.7,
10/14/2016,10/14/2016,Business,R?walpindi,Unknown Location,12.4,
10/14/2016,10/14/2016,Business,Unknown Location,Unknown Location,3.8,
10/14/2016,10/15/2016,Business,Unknown Location,R?walpindi,17,Meeting
10/15/2016,10/15/2016,Business,Morrisville,Morrisville,6.2,
10/16/2016,10/16/2016,Business,Morrisville,Cary,3.1,
10/16/2016,10/16/2016,Business,Cary,Durham,10.5,Meeting
10/16/2016,10/16/2016,Business,Durham,Morrisville,8.1,
10/16/2016,10/16/2016,Business,Morrisville,Cary,3.1,
10/16/2016,10/16/2016,Business,Whitebridge,Parkway,2.1,Meeting
10/16/2016,10/16/2016,Business,Cary,Morrisville,4.3,
10/16/2016,10/16/2016,Business,Morrisville,Cary,2.5,Meal/Entertain
10/17/2016,10/17/2016,Business,Cary,Raleigh,20.6,
10/17/2016,10/17/2016,Business,Raleigh,Cary,17.6,
10/17/2016,10/17/2016,Business,Cary,Apex,5.6,
10/17/2016,10/17/2016,Business,Apex,Apex,3.3,
10/17/2016,10/17/2016,Business,Apex,Cary,5.3,
10/18/2016,10/18/2016,Business,Whitebridge,Edgehill Farms,3.3,
10/18/2016,10/18/2016,Business,Edgehill Farms,Whitebridge,3.3,
10/18/2016,10/18/2016,Business,Cary,Morrisville,7.9,Temporary Site
10/18/2016,10/18/2016,Business,Oakland,Emeryville,13,
10/18/2016,10/18/2016,Business,Emeryville,Berkeley,3,
10/18/2016,10/18/2016,Business,Berkeley,Emeryville,3,
10/19/2016,10/19/2016,Business,Emeryville,Oakland,3.8,
10/19/2016,10/19/2016,Business,Oakland,San Francisco,9.5,
10/19/2016,10/19/2016,Business,SOMISSPO,French Quarter,1.7,
10/19/2016,10/19/2016,Business,San Francisco,Berkeley,10.8,
10/19/2016,10/19/2016,Business,West Berkeley,North Berkeley Hills,4.1,
10/19/2016,10/19/2016,Business,North Berkeley Hills,Southside,2.2,
10/19/2016,10/19/2016,Business,Berkeley,Emeryville,4.6,
10/20/2016,10/20/2016,Business,Emeryville,Berkeley,3.1,
10/20/2016,10/20/2016,Business,Berkeley,San Jose,47.7,
10/20/2016,10/20/2016,Business,San Jose,Emeryville,44.6,
10/21/2016,10/21/2016,Business,Emeryville,Oakland,13.2,
10/22/2016,10/22/2016,Business,Morrisville,Cary,8.7,
10/22/2016,10/22/2016,Business,Cary,Raleigh,17.2,
10/22/2016,10/22/2016,Business,Raleigh,Cary,14,
10/23/2016,10/23/2016,Business,Cary,Raleigh,28.1,
10/23/2016,10/23/2016,Business,Raleigh,Cary,28.2,
10/23/2016,10/23/2016,Business,Cary,Morrisville,3.1,Meal/Entertain
10/23/2016,10/23/2016,Business,Morrisville,Cary,3.1,Customer Visit
10/24/2016,10/24/2016,Business,Cary,Durham,16.4,
10/24/2016,10/24/2016,Business,Durham,Morrisville,15.4,
10/24/2016,10/24/2016,Business,Morrisville,Cary,2.2,
10/25/2016,10/25/2016,Business,Cary,Apex,11.2,
10/25/2016,10/25/2016,Business,Apex,Eagle Rock,2.2,
10/25/2016,10/25/2016,Business,Eagle Rock,Cary,3.6,
10/25/2016,10/25/2016,Business,Whitebridge,Savon Height,3.6,Meal/Entertain
10/25/2016,10/25/2016,Business,Savon Height,Parkway,4.9,
10/25/2016,10/25/2016,Business,Parkway,Whitebridge,8.7,Errand/Supplies
10/26/2016,10/26/2016,Business,Whitebridge,Parkway,2.1,Meeting
10/26/2016,10/26/2016,Business,Parkway,Whitebridge,2.1,
10/27/2016,10/27/2016,Business,Cary,Morrisville,8.4,Meeting
10/27/2016,10/27/2016,Business,Morrisville,Morrisville,5.9,
10/27/2016,10/27/2016,Business,Huntington Woods,Huntington Woods,12.1,
10/27/2016,10/27/2016,Business,Huntington Woods,Weston,3.9,
10/27/2016,10/27/2016,Business,Morrisville,Cary,6.2,
10/28/2016,10/28/2016,Business,Cary,Durham,10.4,Meeting
10/28/2016,10/28/2016,Business,Durham,Cary,9.9,Meeting
10/28/2016,10/28/2016,Business,Cary,Winston Salem,107,Meeting
10/28/2016,10/28/2016,Business,Winston Salem,Asheville,133.6,Meeting
10/28/2016,10/28/2016,Business,Asheville,Topton,91.8,Meeting
10/29/2016,10/29/2016,Business,Topton,Hayesville,40.7,Meeting
10/29/2016,10/29/2016,Business,Hayesville,Topton,75.7,
10/30/2016,10/30/2016,Business,Topton,Bryson City,29.8,
10/30/2016,10/30/2016,Business,Bryson City,Bryson City,16.3,
10/30/2016,10/30/2016,Business,Bryson City,Bryson City,6.5,
10/30/2016,10/30/2016,Business,Bryson City,Bryson City,6.3,
10/30/2016,10/30/2016,Business,Bryson City,Almond,6.6,
10/30/2016,10/30/2016,Business,Almond,Bryson City,15.2,
10/30/2016,10/30/2016,Business,Bryson City,Asheville,68.4,
10/30/2016,10/30/2016,Business,Asheville,Mebane,195.9,
10/30/2016,10/30/2016,Business,Mebane,Cary,45.2,
10/31/2016,10/31/2016,Business,Cary,Morrisville,3.2,
10/31/2016,10/31/2016,Business,Morrisville,Raleigh,10.3,
10/31/2016,10/31/2016,Business,Raleigh,Cary,13.1,
10/31/2016,10/31/2016,Business,Savon Height,Whitebridge,9.6,Errand/Supplies
11/1/2016,11/1/2016,Business,Cary,Durham,16.5,
11/1/2016,11/1/2016,Business,Durham,Cary,12.8,
11/1/2016,11/1/2016,Business,Whitebridge,Whitebridge,1.2,
11/1/2016,11/1/2016,Business,Whitebridge,Whitebridge,1,
11/1/2016,11/1/2016,Business,Whitebridge,Whitebridge,4.1,
11/1/2016,11/1/2016,Business,Whitebridge,Whitebridge,4.2,Meal/Entertain
11/2/2016,11/2/2016,Business,Whitebridge,Westpark Place,1.4,
11/2/2016,11/2/2016,Business,Westpark Place,Whitebridge,1.8,
11/2/2016,11/2/2016,Business,Cary,Morrisville,8.5,Meeting
11/2/2016,11/2/2016,Business,Morrisville,Morrisville,5,
11/2/2016,11/2/2016,Business,Morrisville,Cary,3.8,
11/3/2016,11/3/2016,Business,Whitebridge,Hazelwood,2.5,
11/3/2016,11/3/2016,Business,Hazelwood,Whitebridge,2.4,
11/3/2016,11/3/2016,Business,Whitebridge,Westpark Place,1.4,
11/3/2016,11/3/2016,Business,Westpark Place,Whitebridge,1.8,
11/3/2016,11/3/2016,Business,Cary,Morrisville,3.1,Meal/Entertain
11/3/2016,11/3/2016,Business,Morrisville,Cary,3.1,Customer Visit
11/4/2016,11/4/2016,Business,Cary,Morrisville,7.9,Temporary Site
11/4/2016,11/4/2016,Business,San Jose,Santa Clara,3.8,
11/4/2016,11/4/2016,Business,Agnew,Cory,4.3,
11/4/2016,11/4/2016,Business,Cory,Agnew,3.9,
11/5/2016,11/5/2016,Business,Agnew,Renaissance,2.2,
11/5/2016,11/5/2016,Business,Renaissance,Agnew,2.8,
11/5/2016,11/5/2016,Business,Agnew,Agnew,2.2,
11/6/2016,11/6/2016,Business,Agnew,Renaissance,2.4,
11/6/2016,11/6/2016,Business,Renaissance,Agnew,2.8,Meeting
11/6/2016,11/6/2016,Business,Santa Clara,Berkeley,43.9,Customer Visit
11/6/2016,11/6/2016,Business,Downtown,West Berkeley,1.8,
11/6/2016,11/6/2016,Business,West Berkeley,Central,3.3,
11/7/2016,11/7/2016,Business,Berkeley,San Francisco,11.8,Between Offices
11/7/2016,11/7/2016,Business,San Francisco,Berkeley,13.2,Between Offices
11/8/2016,11/8/2016,Business,Berkeley,San Francisco,12.2,Between Offices
11/8/2016,11/8/2016,Business,San Francisco,Berkeley,11.3,Meeting
11/8/2016,11/8/2016,Business,Berkeley,Emeryville,3.6,
11/8/2016,11/8/2016,Business,Emeryville,Berkeley,3,
11/9/2016,11/9/2016,Business,Berkeley,San Francisco,11.4,
11/9/2016,11/9/2016,Business,NOMA,Downtown,0.9,
11/9/2016,11/9/2016,Business,Downtown,Sunnyside,6.2,
11/9/2016,11/9/2016,Business,Sunnyside,Ingleside,0.7,
11/9/2016,11/9/2016,Business,Ingleside,Potrero Flats,5.5,Meeting
11/9/2016,11/9/2016,Business,San Francisco,Oakland,12.7,Customer Visit
11/9/2016,11/9/2016,Business,Oakland,Berkeley,2.6,
11/9/2016,11/9/2016,Business,Central,Central,1.1,
11/10/2016,11/10/2016,Business,Berkeley,San Francisco,12.6,Temporary Site
11/10/2016,11/10/2016,Business,Tenderloin,SOMISSPO,1.2,
11/10/2016,11/10/2016,Business,SOMISSPO,Tenderloin,1.1,
11/10/2016,11/10/2016,Business,San Francisco,Oakland,9.9,Temporary Site
11/10/2016,11/10/2016,Business,Oakland,Berkeley,6,Meeting
11/10/2016,11/10/2016,Business,West Berkeley,Central,0.8,
11/11/2016,11/11/2016,Business,Berkeley,Menlo Park,45.9,Customer Visit
11/11/2016,11/11/2016,Business,Menlo Park,Palo Alto,4,
11/11/2016,11/11/2016,Business,Palo Alto,Menlo Park,2.5,
11/11/2016,11/11/2016,Business,Menlo Park,Berkeley,36.6,Customer Visit
11/11/2016,11/11/2016,Business,Central,College Avenue,2.9,
11/11/2016,11/11/2016,Business,College Avenue,Central,2.6,
11/12/2016,11/12/2016,Business,Central,South,2.3,
11/12/2016,11/12/2016,Business,South,Downtown,6.4,
11/12/2016,11/12/2016,Business,Downtown,Central,1.4,
11/12/2016,11/12/2016,Business,Central,West Berkeley,0.6,
11/12/2016,11/12/2016,Business,West Berkeley,South,5.9,Meeting
11/12/2016,11/12/2016,Business,South,Southwest Berkeley,0.8,
11/12/2016,11/12/2016,Business,Berkeley,Emeryville,1.3,
11/12/2016,11/12/2016,Business,Emeryville,Berkeley,3.7,Errand/Supplies
11/13/2016,11/13/2016,Business,Central,Central,2.3,
11/13/2016,11/13/2016,Business,Central,Central,2.6,
11/13/2016,11/13/2016,Business,Central,Southside,1.9,
11/13/2016,11/13/2016,Business,Southside,West Berkeley,2.1,
11/13/2016,11/13/2016,Business,West Berkeley,Southside,4,Meeting
11/13/2016,11/13/2016,Business,Southside,South Berkeley,0.9,
11/13/2016,11/13/2016,Business,South Berkeley,Southside,0.9,
11/13/2016,11/13/2016,Business,Southside,Central,2.4,
11/13/2016,11/13/2016,Business,Central,Southside,1.9,
11/13/2016,11/13/2016,Business,Southside,Central,1.9,
11/14/2016,11/14/2016,Business,Berkeley,Mountain View,44.6,Customer Visit
11/14/2016,11/14/2016,Business,Mountain View,Berkeley,43.6,Customer Visit
11/14/2016,11/14/2016,Business,Berkeley,Emeryville,2.5,
11/14/2016,11/14/2016,Business,Emeryville,Berkeley,3.7,Errand/Supplies
11/15/2016,11/15/2016,Business,Berkeley,Oakland,5.1,
11/15/2016,11/15/2016,Business,Oakland,San Francisco,9.7,Temporary Site
11/15/2016,11/15/2016,Business,San Francisco,Berkeley,11.8,Temporary Site
11/16/2016,11/16/2016,Business,Berkeley,El Cerrito,2.3,Temporary Site
11/16/2016,11/16/2016,Business,El Cerrito,Berkeley,3.1,Meal/Entertain
11/17/2016,11/17/2016,Business,Berkeley,Oakland,16.3,Customer Visit
11/18/2016,11/18/2016,Business,Cary,Morrisville,3.1,Meal/Entertain
11/18/2016,11/18/2016,Business,Morrisville,Cary,5.2,Meal/Entertain
11/18/2016,11/18/2016,Business,Krendle Woods,Whitebridge,6.1,Meeting
11/19/2016,11/19/2016,Business,Cary,Durham,10.3,Meeting
11/19/2016,11/19/2016,Business,Durham,Cary,10.5,Meeting
11/19/2016,11/19/2016,Business,Cary,Cary,1.5,
11/19/2016,11/19/2016,Business,Cary,Cary,1.8,
11/19/2016,11/19/2016,Business,Cary,Apex,5.4,Errand/Supplies
11/19/2016,11/19/2016,Business,Apex,Cary,5.4,Customer Visit
11/20/2016,11/20/2016,Business,Cary,Cary,39.2,Between Offices
11/20/2016,11/20/2016,Business,Cary,Cary,6.4,Customer Visit
11/20/2016,11/20/2016,Business,Cary,Cary,2.7,Meeting
11/20/2016,11/20/2016,Business,Cary,Cary,18.5,Errand/Supplies
11/21/2016,11/21/2016,Business,Cary,Cary,2.5,Meal/Entertain
11/21/2016,11/21/2016,Business,Cary,Cary,2.1,Meal/Entertain
11/21/2016,11/21/2016,Business,Cary,Unknown Location,6.7,Errand/Supplies
11/21/2016,11/21/2016,Business,Unknown Location,Morrisville,3.5,Meal/Entertain
11/21/2016,11/21/2016,Business,Morrisville,Cary,3.4,Errand/Supplies
11/22/2016,11/22/2016,Business,Cary,Cary,5.5,Meeting
11/22/2016,11/22/2016,Business,Cary,Cary,4.1,Meeting
11/22/2016,11/22/2016,Business,Cary,Cary,12.7,Customer Visit
11/22/2016,11/22/2016,Business,Cary,Morrisville,3,Meal/Entertain
11/22/2016,11/22/2016,Business,Morrisville,Cary,3.5,Customer Visit
11/23/2016,11/23/2016,Business,Cary,Cary,5.9,Meal/Entertain
11/23/2016,11/23/2016,Business,Cary,Cary,1.9,
11/23/2016,11/23/2016,Business,Cary,Cary,3.3,
11/23/2016,11/23/2016,Business,Cary,Cary,1.3,
11/25/2016,11/25/2016,Business,Cary,Durham,10.3,Meeting
11/25/2016,11/25/2016,Business,Durham,Cary,11.1,Meeting
11/26/2016,11/26/2016,Business,Cary,Cary,1.4,
